9.952967, 0.8575702, 0
9.748327, 0.863616, 0
9.192076, 0.9187226, 0
8.959766, 0.9339466, 0
8.696676, 0.9341598, 0
8.498693, 0.9474897, 0
8.222417, 0.9787526, 0
8.014988, 0.9573684, 0
7.790926, 0.9746065, 0
7.632987, 0.9468493, 0
7.442479, 0.9672165, 0
7.206719, 0.978188, 0
7.045777, 1.004386, 0
6.796453, 1.012064, 0
6.672677, 1.012993, 0
6.437924, 1.033465, 0
6.238236, 1.032897, 0
6.016353, 1.065348, 0
5.896227, 1.054239, 0
5.69274, 1.071149, 0
5.52388, 1.071826, 0
5.389739, 1.05852, 0
5.247227, 1.073443, 0
5.030482, 1.078032, 0
4.821138, 1.102571, 0
4.674111, 1.081044, 0
4.567346, 1.076159, 0
4.359691, 1.08827, 0
4.203209, 1.087122, 0
4.047297, 1.082826, 0
3.962776, 1.09379, 0
3.807589, 1.084675, 0
3.655377, 1.099038, 0
3.50119, 1.083798, 0
3.349054, 1.092146, 0
3.146007, 1.098627, 0
2.92593, 1.099647, 0
2.774372, 1.070042, 0
2.621345, 1.090756, 0
2.519923, 1.085136, 0
2.416586, 1.10478, 0
2.264247, 1.091829, 0
2.092218, 1.10042, 0
1.96681, 1.138523, 0
1.782001, 1.08481, 0
1.574852, 1.076499, 0
1.480313, 1.112835, 0
1.254647, 1.092629, 0
1.10699, 1.112806, 0
0.9818075, 1.108802, 0
0.8055458, 1.088584, 0
0.730521, 1.094732, 0
0.4782255, 1.072514, 0
0.3262398, 1.077734, 0
0.15643, 1.073803, 0
-0.03109789, 1.059575, 0
-0.1112828, 1.113843, 0
-0.3853967, 1.056722, 0
-0.4913278, 1.067939, 0
-0.7104392, 1.054029, 0
-0.8319333, 1.083765, 0
-1.070674, 1.051551, 0
-1.226384, 1.058658, 0
-1.383253, 1.062792, 0
-1.571629, 1.07695, 0
-1.795575, 1.066007, 0
-2.021192, 1.048933, 0
-2.197905, 1.059834, 0
-2.426566, 1.031764, 0
-2.621912, 1.055759, 0
-2.836102, 1.062844, 0
-3.03578, 1.043779, 0
-3.287002, 1.047775, 0
-3.556879, 0.9959621, 0
-3.77895, 1.014859, 0
-4.053274, 0.9827309, 0
-4.314856, 0.9561992, 0
-4.544977, 0.9927235, 0
-4.827412, 0.9734397, 0
-5.114749, 0.9819264, 0
